"","X","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD"
"6011",6011,"P01213","Anna Nagar",1738,"21-10-2012",19,1,1,4,"Partial","No","01-11-1970","Other","AllPub","Paved",432461,248993,13104880,"1970","2012"
"6012",6012,"P05129","Karapakkam",1010,"24-04-2010",197,1,1,3,"Normal Sale","Yes","05-05-1967","Commercial","No_Sew_Water","NoAccess",271490,115383,6787250,"1967","2010"
"6013",6013,"P03484","Adyar",909,"18-03-2011",0,1,1,3,"Abnormal","No","19-03-2004","Commercial","AllPub","Paved",294363,137369,9812105,"2004","2011"
"6014",6014,"P09577","Velachery",1635,"15-09-2006",35,2,1,4,"Adj Land","Yes","24-09-1971","Commercial","ELO","NoAccess",511962,138368,13836800,"1971","2006"
"6015",6015,"P01990","Karapakkam",744,"01-01-2012",59,1,1,2,"Adj Land","No","13-01-1964","Other","No_Sew_Water","Gravel",235620,104720,5236000,"1964","2012"
"6016",6016,"P01834","Karapakkam",945,"30-01-2012",22,1,1,3,"Adj Land","No","03-02-1994","Housing","No_Sew_Water","Paved",148230,98820,4941000,"1994","2012"
"6017",6017,"P00646","Chromepet",1063,"10-11-2013",109,1,1,3,"Abnormal","Yes","18-11-1982","Housing","ELO","Gravel",271962,40291,10072650,"1982","2013"
"6018",6018,"P05884","Anna Nagar",1823,"05-12-2009",22,2,1,5,"Normal Sale","No","16-12-1966","Commercial","No_Sew_Water","NoAccess",573101,305654,19103360,"1966","2009"
"6019",6019,"P05455","KK Nagar",1358,"21-02-2010",128,2,1,4,"Abnormal","No","25-02-1996","Other","No_Sew_Water","Gravel",428906,111888,9324040,"1996","2010"
"6020",6020,"P09648","Velachery",1870,"03-05-2006",164,3,2,5,"Adj Land","No","10-05-1977","Housing","AllPub","Gravel",333188,76890,8543280,"1977","2006"
"6021",6021,"P04868","Chromepet",1207,"15-06-2010",56,2,1,4,"Abnormal","No","23-06-1977","Other","AllPub","Paved",241092,116081,8929340,"1977","2010"
"6022",6022,"P02487","Anna Nagar",1892,"25-09-2011",123,2,1,5,"Family","No","26-09-2006","Other","AllPub","NoAccess",484060,248571,13082710,"2006","2011"
"6023",6023,"P09843","Velachery",1857,"06-03-2005",109,3,2,5,"Abnormal","No","14-03-1974","Other","AllPub","Gravel",386589,75170,10738570,"1974","2005"
"6024",6024,"P04709","Adyar",1296,"14-07-2010",39,2,2,4,"Abnormal","Yes","21-07-1983","Other","AllPub","NoAccess",466060,151470,11651505,"1983","2010"
"6025",6025,"P02160","Chromepet",1012,"27-11-2011",63,1,1,3,"Abnormal","Yes","03-12-1984","Housing","No_Sew_Water","Paved",233292,116646,8331850,"1984","2011"
"6026",6026,"P07479","Chromepet",733,"27-10-2008",156,1,1,2,"Adj Land","No","02-11-1985","Housing","AllPub","Gravel",226915,65879,7319850,"1985","2008"
"6027",6027,"P03349","Karapakkam",1224,"10-04-2011",129,1,1,3,"Partial","Yes","18-04-1976","Commercial","AllPub","Paved",415557,277038,11543250,"1976","2011"
"6028",6028,"P10008","Velachery",1587,"22-03-2004",85,2,1,4,"Normal Sale","No","05-04-1951","Other","ELO","Paved",262786,145992,7299610,"1951","2004"
"6029",6029,"P04109","Chromepet",858,"05-11-2010",86,1,1,3,"Normal Sale","No","09-11-1992","Other","ELO","Paved",241303,146505,8617960,"1992","2010"
"6030",6030,"P00779","Chromepet",830,"29-07-2013",176,1,1,3,"Abnormal","Yes","08-08-1974","Commercial","No_Sew_Water","Paved",343425,201318,11842250,"1974","2013"
"6031",6031,"P09892","Velachery",1665,"23-11-2004",91,2,1,4,"Partial","No","04-12-1960","Housing","No_Sew_Water","NoAccess",285641,82686,7516880,"1960","2004"
"6032",6032,"P07039","Adyar",1003,"13-03-2009",49,1,1,3,"Adj Land","Yes","20-03-1983","Commercial","ELO","Gravel",493776,148133,12344390,"1983","2009"
"6033",6033,"P00764","Chromepet",867,"10-08-2013",108,1,1,3,"Normal Sale","Yes","17-08-1985","Other","ELO","Paved",293129,113469,9455790,"1985","2013"
"6034",6034,"P02265","Chromepet",1081,"03-11-2011",69,1,1,3,"Family","Yes","04-11-2007","Other","AllPub","Gravel",327257,152720,10908570,"2007","2011"
"6035",6035,"P08248","Velachery",1976,"10-03-2008",147,3,2,5,"Abnormal","Yes","23-03-1959","Commercial","ELO","NoAccess",564475,259353,15256080,"1959","2008"
"6036",6036,"P00746","Chromepet",1118,"21-08-2013",77,1,1,3,"Adj Land","No","30-08-1976","Housing","AllPub","Gravel",234585,95572,8688350,"1976","2013"
"6037",6037,"P06622","Karapakkam",1283,"12-07-2009",46,1,1,3,"Normal Sale","No","21-07-1975","Other","No_Sew_Water","Gravel",400679,179897,8177125,"1975","2009"
"6038",6038,"P04644","Chromepet",889,"26-07-2010",119,1,1,3,"Normal Sale","Yes","01-08-1987","Commercial","No_Sew_Water","Paved",323306,184746,11546650,"1987","2010"
"6039",6039,"P06987","KK Nagar",2236,"31-03-2009",99,4,2,6,"Normal Sale","Yes","06-04-1984","Other","No_Sew_Water","Paved",547580,216485,12734420,"1984","2009"
"6040",6040,"P07997","KK Nagar",2113,"27-05-2008",158,3,2,5,"Partial","No","01-06-1991","Commercial","No_Sew_Water","Gravel",596778,258066,16129140,"1991","2008"
"6041",6041,"P00431","TNagar",1843,"20-04-2014",168,2,1,5,"Adj Land","No","28-04-1981","Commercial","ELO","Gravel",584913,271567,20889760,"1981","2014"
"6042",6042,"P05517","KK Nagar",1795,"10-02-2010",47,3,2,5,"Abnormal","Yes","13-02-2000","Other","No_Sew_Water","Paved",564044,103600,11511100,"2000","2010"
"6043",6043,"P07853","Adyar",1070,"11-07-2008",70,1,1,3,"Family","No","20-07-1975","Housing","No_Sew_Water","Paved",295275,101015,7770395,"1975","2008"
"6044",6044,"P09477","TNagar",1545,"19-11-2006",58,1,1,4,"Family","No","27-11-1975","Commercial","AllPub","NoAccess",454649,286261,16838870,"1975","2006"
"6045",6045,"P09738","Velachery",1700,"11-10-2005",113,2,1,4,"Normal Sale","Yes","17-10-1983","Commercial","ELO","NoAccess",511071,131418,14602040,"1983","2005"
"6046",6046,"P07736","TNagar",1511,"16-08-2008",4,1,1,4,"Abnormal","No","19-08-1998","Other","No_Sew_Water","Gravel",355688,165141,12703130,"1998","2008"
"6047",6047,"P08472","Chromepet",1104,"19-12-2007",67,1,1,3,"Partial","No","22-12-1993","Other","No_Sew_Water","NoAccess",231447,140522,8265980,"1993","2007"
"6048",6048,"P03562","Adyar",771,"28-02-2011",32,1,1,2,"Adj Land","No","01-03-2006","Housing","AllPub","NoAccess",267474,125379,8358575,"2006","2011"
"6049",6049,"P05558","KK Nagar",1605,"04-02-2010",97,2,1,4,"Normal Sale","Yes","06-02-2002","Other","No_Sew_Water","Paved",469485,272957,10918260,"2002","2010"
"6050",6050,"P00727","Anna Nagar",1558,"09-09-2013",55,1,1,4,"Family","Yes","12-09-2002","Other","No_Sew_Water","NoAccess",394362,215106,11950360,"2002","2013"
"6051",6051,"P04542","KK Nagar",1550,"12-08-2010",15,2,1,4,"Normal Sale","No","14-08-2003","Housing","No_Sew_Water","Paved",290692,72673,9084140,"2003","2010"
"6052",6052,"P01869","Chromepet",853,"24-01-2012",50,1,1,3,"Normal Sale","Yes","28-01-1995","Commercial","No_Sew_Water","NoAccess",360914,67671,11278550,"1995","2012"
"6053",6053,"P02217","Adyar",948,"13-11-2011",61,1,1,3,"Abnormal","Yes","22-11-1972","Housing","AllPub","Gravel",272406,93192,7168585,"1972","2011"
"6054",6054,"P03205","Karapakkam",942,"05-05-2011",159,1,1,3,"Normal Sale","Yes","15-05-1970","Housing","No_Sew_Water","Gravel",210230,105115,5255750,"1970","2011"
"6055",6055,"P06182","Chromepet",1102,"09-10-2009",136,1,1,3,"Normal Sale","No","16-10-1981","Housing","No_Sew_Water","Paved",211165,135146,8446600,"1981","2009"
"6056",6056,"P03729","Chromepet",823,"23-01-2011",197,1,1,3,"Family","Yes","26-01-1998","Housing","No_Sew_Water","Paved",210377,54542,7791750,"1998","2011"
"6057",6057,"P06986","TNagar",1792,"31-03-2009",44,1,1,4,"Normal Sale","Yes","05-04-1991","Other","No_Sew_Water","Paved",584753,104956,14993670,"1991","2009"
"6058",6058,"P01688","Chromepet",871,"26-02-2012",1,1,1,3,"Normal Sale","Yes","05-03-1981","Other","ELO","Paved",288503,131138,8742520,"1981","2012"
"6059",6059,"P09625","Velachery",1644,"19-06-2006",75,2,1,4,"Adj Land","Yes","25-06-1983","Housing","AllPub","NoAccess",314640,94392,7866010,"1983","2006"
"6060",6060,"P03510","Chromepet",1081,"13-03-2011",18,1,1,3,"Family","Yes","15-03-2001","Housing","No_Sew_Water","Paved",283133,70783,8847900,"2001","2011"
"6061",6061,"P03359","KK Nagar",1759,"09-04-2011",96,2,1,4,"Abnormal","No","13-04-1993","Housing","No_Sew_Water","Gravel",384525,114318,10392560,"1993","2011"
"6062",6062,"P06513","Anna Nagar",1611,"03-08-2009",32,1,1,4,"Family","Yes","10-08-1981","Other","No_Sew_Water","Gravel",472198,214636,14309040,"1981","2009"
"6063",6063,"P09469","Chromepet",1138,"22-11-2006",50,1,1,3,"Abnormal","Yes","29-11-1979","Other","No_Sew_Water","Gravel",321034,90291,10032310,"1979","2006"
"6064",6064,"P03611","Anna Nagar",1886,"17-02-2011",52,2,1,5,"Partial","Yes","21-02-1993","Commercial","ELO","NoAccess",540211,140055,20007810,"1993","2011"
"6065",6065,"P03698","KK Nagar",2207,"30-01-2011",39,3,2,5,"Family","No","05-02-1986","Housing","No_Sew_Water","Gravel",454392,92944,10327100,"1986","2011"
"6066",6066,"P06821","KK Nagar",1678,"13-05-2009",183,2,1,4,"Family","No","19-05-1985","Commercial","AllPub","Paved",648725,330982,13239280,"1985","2009"
"6067",6067,"P08032","Chromepet",886,"15-05-2008",6,1,1,3,"Adj Land","Yes","20-05-1991","Commercial","No_Sew_Water","Gravel",337764,81063,13510550,"1991","2008"
"6068",6068,"P02343","Anna Nagar",1691,"21-10-2011",108,1,1,4,"Abnormal","No","26-10-1988","Commercial","No_Sew_Water","Paved",543965,344511,18132160,"1988","2011"
"6069",6069,"P07652","Adyar",1278,"12-09-2008",28,2,2,4,"Normal Sale","No","18-09-1984","Other","AllPub","Gravel",366385,118189,11818860,"1984","2008"
"6070",6070,"P02254","TNagar",1835,"05-11-2011",86,2,1,5,"Partial","Yes","07-11-2000","Commercial","ELO","NoAccess",839611,377825,20990270,"2000","2011"
"6071",6071,"P07105","Anna Nagar",1827,"25-02-2009",134,2,1,5,"Adj Land","No","08-03-1965","Housing","ELO","Gravel",377713,134027,12184280,"1965","2009"
"6072",6072,"P02162","Karapakkam",922,"26-11-2011",182,1,1,3,"Partial","Yes","06-12-1969","Commercial","No_Sew_Water","Paved",313044,79926,6660500,"1969","2011"
"6073",6073,"P02139","Chromepet",1207,"02-12-2011",115,2,1,4,"Adj Land","No","09-12-1980","Commercial","No_Sew_Water","NoAccess",383338,68453,13690650,"1980","2011"
"6074",6074,"P08872","Chromepet",870,"16-07-2007",171,1,1,3,"Family","Yes","24-07-1974","Housing","No_Sew_Water","NoAccess",245081,40847,8169350,"1974","2007"
"6075",6075,"P03548","Velachery",1651,"04-03-2011",127,2,1,4,"Family","No","08-03-1992","Other","AllPub","NoAccess",213070,63921,7102330,"1992","2011"
"6076",6076,"P09435","Adyar",846,"08-12-2006",77,1,1,3,"Family","No","15-12-1978","Commercial","No_Sew_Water","Paved",303319,92681,8425520,"1978","2006"
"6077",6077,"P07177","Chromepet",1085,"28-01-2009",92,1,1,3,"Abnormal","No","07-02-1971","Commercial","No_Sew_Water","Paved",356510,50930,12732500,"1971","2009"
"6078",6078,"P08733","Chromepet",1166,"07-09-2007",28,1,1,3,"Adj Land","Yes","10-09-1994","Commercial","AllPub","Paved",399993,237033,14814550,"1994","2007"
"6079",6079,"P05303","Adyar",601,"22-03-2010",176,1,1,2,"Family","No","26-03-1992","Housing","No_Sew_Water","Paved",236335,60599,6059870,"1992","2010"
"6080",6080,"P01779","Karapakkam",711,"09-02-2012",144,1,1,2,"Abnormal","No","20-02-1965","Housing","No_Sew_Water","Paved",125663,92153,4188750,"1965","2012"
"6081",6081,"P00434","Chromepet",1005,"19-04-2014",120,1,1,3,"Abnormal","Yes","21-04-2005","Other","No_Sew_Water","NoAccess",221952,119512,8536600,"2005","2014"
"6082",6082,"P06764","Velachery",1554,"31-05-2009",121,2,1,4,"Abnormal","No","03-06-1997","Housing","ELO","Gravel",326028,175553,8359690,"1997","2009"
"6083",6083,"P04717","Karapakkam",1245,"11-07-2010",124,1,1,3,"Adj Land","Yes","18-07-1982","Commercial","No_Sew_Water","NoAccess",416936,274300,10972000,"1982","2010"
"6084",6084,"P04137","Velachery",1783,"29-10-2010",104,2,1,4,"Adj Land","Yes","05-11-1982","Other","AllPub","Paved",424550,247654,11793060,"1982","2010"
"6085",6085,"P00066","Chromepet",909,"02-01-2015",120,1,1,3,"Abnormal","No","03-01-2010","Housing","No_Sew_Water","Paved",210183,40420,8083950,"2010","2015"
"6086",6086,"P00754","Chromepet",1214,"18-08-2013",185,2,1,4,"Family","No","25-08-1986","Commercial","No_Sew_Water","Paved",372367,192604,12840250,"1986","2013"
"6087",6087,"P09450","Velachery",1743,"30-11-2006",6,2,1,4,"Adj Land","Yes","11-12-1962","Other","No_Sew_Water","Gravel",281771,93924,9392380,"1962","2006"
"6088",6088,"P05902","Chromepet",1035,"02-12-2009",126,1,1,3,"Partial","No","03-12-2005","Commercial","ELO","Gravel",436359,211568,13223000,"2005","2009"
"6089",6089,"P00590","TNagar",1848,"17-12-2013",15,2,1,5,"Abnormal","Yes","21-12-1997","Housing","AllPub","Gravel",458516,85972,14328620,"1997","2013"
"6090",6090,"P07863","Velachery",1880,"09-07-2008",109,3,2,5,"Abnormal","Yes","17-07-1977","Commercial","ELO","Paved",561997,167080,15189120,"1977","2008"
"6091",6091,"P00252","TNagar",1790,"25-08-2014",175,1,1,4,"Family","Yes","04-09-1975","Other","No_Sew_Water","NoAccess",548615,233161,13715380,"1975","2014"
"6092",6092,"P07752","Chromepet",862,"12-08-2008",145,1,1,3,"Abnormal","Yes","13-08-2004","Commercial","No_Sew_Water","Gravel",398436,185937,13281200,"2004","2008"
"6093",6093,"P02479","Chromepet",927,"26-09-2011",24,1,1,3,"Normal Sale","No","29-09-1996","Commercial","No_Sew_Water","Paved",294228,169747,11316450,"1996","2011"
"6094",6094,"P00036","Chromepet",1088,"27-01-2015",193,1,1,3,"Partial","No","01-02-1996","Housing","No_Sew_Water","Paved",210718,45154,7525650,"1996","2015"
"6095",6095,"P03408","Karapakkam",1362,"01-04-2011",174,2,2,4,"Partial","No","07-04-1986","Housing","No_Sew_Water","NoAccess",266895,185344,7413750,"1986","2011"
"6096",6096,"P01374","TNagar",1754,"30-06-2012",200,1,1,4,"Abnormal","Yes","07-07-1984","Other","No_Sew_Water","Gravel",546333,238145,14008530,"1984","2012"
"6097",6097,"P07734","Chromepet",1097,"16-08-2008",110,1,1,3,"Normal Sale","No","20-08-1993","Housing","AllPub","Paved",252446,158947,9349850,"1993","2008"
"6098",6098,"P03870","Adyar",1295,"26-12-2010",39,2,2,4,"Partial","No","30-12-1992","Housing","ELO","Gravel",301111,7528,7527770,"1992","2010"
"6099",6099,"P08490","Velachery",1607,"10-12-2007",85,2,1,4,"Family","Yes","15-12-1986","Commercial","AllPub","Paved",523692,314215,14962620,"1986","2007"
"6100",6100,"P03512","Karapakkam",1606,"12-03-2011",200,2,2,4,"Adj Land","Yes","16-03-1994","Housing","ELO","Gravel",305190,175484,7629750,"1994","2011"
"6101",6101,"P04552","Karapakkam",1291,"10-08-2010",74,1,1,3,"Family","Yes","16-08-1986","Housing","No_Sew_Water","NoAccess",348150,186220,8096500,"1986","2010"
"6102",6102,"P03344","KK Nagar",1418,"11-04-2011",94,2,1,4,"Partial","Yes","13-04-2000","Housing","AllPub","Gravel",392894,187092,9354620,"2000","2011"
"6103",6103,"P03200","KK Nagar",1317,"07-05-2011",116,1,1,3,"Normal Sale","No","12-05-1991","Commercial","No_Sew_Water","Gravel",438847,288715,11548600,"1991","2011"
"6104",6104,"P00174","Anna Nagar",1832,"20-10-2014",46,2,1,5,"Normal Sale","No","25-10-1993","Commercial","ELO","Gravel",558540,248240,20686670,"1993","2014"
"6105",6105,"P05403","Adyar",993,"02-03-2010",196,1,1,3,"Family","Yes","07-03-1988","Housing","ELO","Gravel",246113,36193,7238630,"1988","2010"
"6106",6106,"P07974","Adyar",1153,"05-06-2008",122,1,1,3,"Normal Sale","No","11-06-1986","Housing","AllPub","Gravel",353337,19630,9814930,"1986","2008"
"6107",6107,"P00304","Chromepet",724,"14-07-2014",97,1,1,2,"Adj Land","Yes","15-07-2010","Housing","AllPub","Paved",249624,112734,8052400,"2010","2014"
"6108",6108,"P06889","KK Nagar",1582,"28-04-2009",108,2,1,4,"Family","Yes","01-05-1998","Housing","No_Sew_Water","Paved",365072,177603,9866820,"1998","2009"
"6109",6109,"P05405","Karapakkam",1115,"01-03-2010",157,1,1,3,"Abnormal","No","04-03-1997","Commercial","ELO","NoAccess",384794,164912,9161750,"1997","2010"
"6110",6110,"P01457","Adyar",1112,"22-04-2012",37,1,1,3,"Family","No","01-05-1979","Housing","No_Sew_Water","Paved",230911,91149,6076595,"1979","2012"
"6111",6111,"P05015","Karapakkam",1678,"17-05-2010",72,2,2,4,"Adj Land","Yes","28-05-1965","Housing","No_Sew_Water","NoAccess",343086,56014,7001750,"1965","2010"
"6112",6112,"P06239","Karapakkam",806,"30-09-2009",54,1,1,2,"Partial","Yes","13-10-1959","Commercial","AllPub","NoAccess",164055,98433,5468500,"1959","2009"
"6113",6113,"P09819","Velachery",1503,"30-04-2005",154,2,1,4,"Abnormal","No","08-05-1972","Commercial","AllPub","NoAccess",411038,253877,12089360,"1972","2005"
"6114",6114,"P04913","KK Nagar",2346,"05-06-2010",36,4,2,6,"Abnormal","Yes","08-06-1996","Housing","No_Sew_Water","Gravel",576634,115327,12814080,"1996","2010"
"6115",6115,"P06296","Karapakkam",839,"18-09-2009",175,1,1,2,"Family","No","26-09-1976","Commercial","No_Sew_Water","Paved",302808,154494,6179750,"1976","2009"
"6116",6116,"P00329","Chromepet",760,"30-06-2014",92,1,1,2,"Abnormal","No","01-07-2009","Housing","No_Sew_Water","Gravel",247189,119333,8523750,"2009","2014"
"6117",6117,"P01975","Karapakkam",1506,"05-01-2012",81,2,2,4,"Normal Sale","Yes","15-01-1970","Commercial","No_Sew_Water","NoAccess",298215,139167,9940500,"1970","2012"
"6118",6118,"P08369","Velachery",1640,"26-01-2008",15,2,1,4,"Family","Yes","02-02-1980","Housing","No_Sew_Water","Gravel",299258,139654,9975260,"1980","2008"
"6119",6119,"P01724","Karapakkam",896,"19-02-2012",72,1,1,3,"Family","Yes","26-02-1982","Other","No_Sew_Water","Paved",332856,159494,6934500,"1982","2012"
"6120",6120,"P04314","Karapakkam",1409,"23-09-2010",191,2,2,4,"Family","Yes","25-09-2002","Other","No_Sew_Water","Paved",379556,79442,8826875,"2002","2010"
"6121",6121,"P02359","KK Nagar",1633,"18-10-2011",93,2,1,4,"Normal Sale","No","25-10-1983","Other","No_Sew_Water","Paved",331562,185285,9751820,"1983","2011"
"6122",6122,"P00980","Chromepet",1139,"20-03-2013",171,1,1,3,"Adj Land","Yes","24-03-1998","Commercial","No_Sew_Water","Paved",462139,231070,14441850,"1998","2013"
"6123",6123,"P08599","Chromepet",1101,"27-10-2007",189,1,1,3,"Adj Land","Yes","04-11-1972","Commercial","No_Sew_Water","NoAccess",450155,231898,13641050,"1972","2007"
"6124",6124,"P06120","KK Nagar",2396,"19-10-2009",109,4,2,6,"Partial","Yes","24-10-1990","Housing","No_Sew_Water","Paved",496399,318205,12728180,"1990","2009"
"6125",6125,"P09076","Chromepet",1119,"15-04-2007",8,1,1,3,"Family","Yes","24-04-1971","Housing","No_Sew_Water","Gravel",259670,31160,10386800,"1971","2007"
"6126",6126,"P03389","Anna Nagar",1857,"04-04-2011",188,2,1,5,"Adj Land","Yes","11-04-1982","Other","AllPub","Paved",535165,78701,15740140,"1982","2011"
"6127",6127,"P04328","TNagar",1886,"22-09-2010",158,2,1,5,"Normal Sale","Yes","25-09-1996","Housing","AllPub","Gravel",530200,125574,13952630,"1996","2010"
"6128",6128,"P09272","Velachery",1692,"05-02-2007",52,2,1,4,"Normal Sale","No","11-02-1984","Housing","AllPub","Gravel",370480,200259,10012960,"1984","2007"
"6129",6129,"P09983","Velachery",1655,"23-05-2004",115,2,1,4,"Partial","Yes","26-05-1995","Commercial","ELO","NoAccess",535198,233292,13723030,"1995","2004"
"6130",6130,"P06129","Karapakkam",622,"16-10-2009",185,1,1,2,"Normal Sale","Yes","18-10-2001","Housing","ELO","Paved",199122,150850,6034000,"2001","2009"
"6131",6131,"P07844","Velachery",1647,"15-07-2008",62,2,1,4,"Normal Sale","No","25-07-1968","Housing","ELO","NoAccess",233471,75535,6866800,"1968","2008"
"6132",6132,"P04972","Adyar",1239,"25-05-2010",79,2,2,4,"Adj Land","No","28-05-1999","Other","ELO","NoAccess",330302,70064,10009165,"1999","2010"
"6133",6133,"P03568","KK Nagar",1471,"28-02-2011",19,2,1,4,"Normal Sale","Yes","03-03-1998","Other","No_Sew_Water","Gravel",363228,147561,11350880,"1998","2011"
"6134",6134,"P05565","KK Nagar",1505,"03-02-2010",194,2,1,4,"Family","Yes","10-02-1984","Other","No_Sew_Water","Paved",410230,170096,10005620,"1984","2010"
"6135",6135,"P01332","Chromepet",916,"02-08-2012",173,1,NA,3,"Normal Sale","Yes","12-08-1974","Other","ELO","Paved",265423,44237,8847420,"1974","2012"
"6136",6136,"P05208","Adyar",693,"10-04-2010",84,1,1,2,"Abnormal","No","15-04-1990","Other","No_Sew_Water","Gravel",237188,81143,6241800,"1990","2010"
"6137",6137,"P04925","Velachery",1852,"02-06-2010",38,3,2,5,"Normal Sale","No","13-06-1965","Housing","No_Sew_Water","NoAccess",240380,100805,7754200,"1965","2010"
"6138",6138,"P04961","Chromepet",1191,"27-05-2010",112,1,1,3,"Partial","Yes","29-05-2003","Commercial","No_Sew_Water","Paved",453844,123776,13752850,"2003","2010"
"6139",6139,"P00678","Chromepet",1061,"22-10-2013",103,1,1,3,"Normal Sale","Yes","01-11-1975","Other","ELO","Paved",292148,100741,10074070,"1975","2013"
"6140",6140,"P02136","KK Nagar",2493,"03-12-2011",169,4,2,6,"Family","No","05-12-2001","Other","No_Sew_Water","Paved",583328,170137,12152660,"2001","2011"
"6141",6141,"P04904","Chromepet",1015,"07-06-2010",132,1,1,3,"Abnormal","No","09-06-2000","Housing","No_Sew_Water","Paved",249761,22706,7568500,"2000","2010"
"6142",6142,"P02938","KK Nagar",1911,"26-06-2011",148,3,2,5,"Family","No","30-06-1993","Housing","AllPub","Paved",475837,95167,10574160,"1993","2011"
"6143",6143,"P07251","Chromepet",1287,"06-01-2009",101,2,1,4,"Normal Sale","No","10-01-1996","Housing","No_Sew_Water","Gravel",328890,79731,9966350,"1996","2009"
"6144",6144,"P04253","Karapakkam",1576,"05-10-2010",93,2,2,4,"Normal Sale","Yes","09-10-1995","Housing","ELO","Paved",341784,126948,9765250,"1995","2010"
"6145",6145,"P07428","Chromepet",840,"11-11-2008",56,1,1,3,"Partial","No","17-11-1987","Other","ELO","Gravel",249271,137529,8595550,"1987","2008"
"6146",6146,"P09755","Velachery",1626,"14-09-2005",63,2,1,4,"Partial","Yes","24-09-1967","Other","No_Sew_Water","NoAccess",279030,189020,9000960,"1967","2005"
"6147",6147,"P01712","Chromepet",1262,"22-02-2012",107,2,1,4,"Abnormal","No","03-03-1974","Commercial","AllPub","Paved",422870,132147,13214700,"1974","2012"
"6148",6148,"P05259","Chromepet",1261,"31-03-2010",57,2,1,4,"Adj Land","Yes","05-04-1989","Housing","No_Sew_Water","Gravel",286982,187642,11037750,"1989","2010"
"6149",6149,"P01217","Chromepet",1015,"19-10-2012",134,1,1,3,"Family","No","24-10-1995","Other","No_Sew_Water","Gravel",229223,137534,9168900,"1995","2012"
"6150",6150,"P01380","Chromepet",1195,"23-06-2012",192,1,1,3,"Abnormal","Yes","03-07-1975","Commercial","AllPub","Paved",439231,141688,14168750,"1975","2012"
"6151",6151,"P07477","Chromepet",800,"28-10-2008",15,1,1,2,"Family","Yes","01-11-1994","Other","ELO","Paved",238773,135305,7959100,"1994","2008"
"6152",6152,"P08906","Velachery",1873,"25-06-2007",184,3,2,5,"Abnormal","Yes","04-07-1968","Commercial","ELO","NoAccess",616841,154210,15421030,"1968","2007"
"6153",6153,"P02302","KK Nagar",2207,"28-10-2011",45,3,2,5,"Partial","No","31-10-1996","Housing","AllPub","Gravel",524246,171182,10698900,"1996","2011"
"6154",6154,"P01910","Velachery",1732,"16-01-2012",72,2,1,4,"Abnormal","No","25-01-1976","Commercial","No_Sew_Water","Paved",516352,209332,13955470,"1976","2012"
"6155",6155,"P02186","Chromepet",961,"21-11-2011",110,1,1,3,"Normal Sale","Yes","25-11-1992","Commercial","No_Sew_Water","Paved",316546,177266,12661850,"1992","2011"
"6156",6156,"P09581","Velachery",1986,"08-09-2006",101,3,2,5,"Partial","No","21-09-1952","Other","AllPub","NoAccess",404059,103605,10360480,"1952","2006"
"6157",6157,"P00354","Anna Nagar",1823,"12-06-2014",98,2,1,5,"Partial","Yes","18-06-1990","Other","ELO","Gravel",537668,101721,14531570,"1990","2014"
"6158",6158,"P01761","Chromepet",830,"12-02-2012",84,1,1,3,"Partial","No","17-02-1990","Other","No_Sew_Water","NoAccess",186081,64166,6416600,"1990","2012"
"6159",6159,"P06594","Chromepet",724,"18-07-2009",132,1,1,2,"Normal Sale","Yes","19-07-2005","Commercial","AllPub","Paved",315882,157941,10529400,"2005","2009"
"6160",6160,"P07689","Chromepet",1007,"01-09-2008",46,1,1,3,"Normal Sale","No","06-09-1988","Other","No_Sew_Water","NoAccess",231154,119305,7456590,"1988","2008"
"6161",6161,"P03763","Velachery",1875,"14-01-2011",165,3,2,5,"Abnormal","No","19-01-1992","Commercial","No_Sew_Water","NoAccess",527187,271125,15062480,"1992","2011"
"6162",6162,"P02241","Adyar",1150,"08-11-2011",170,1,1,3,"Family","No","11-11-1999","Commercial","ELO","NoAccess",396467,104947,11660780,"1999","2011"
"6163",6163,"P04084","Velachery",1693,"11-11-2010",144,2,1,4,"Adj Land","Yes","16-11-1988","Commercial","No_Sew_Water","NoAccess",497620,229671,12759490,"1988","2010"
"6164",6164,"P09680","Velachery",1538,"09-03-2006",157,2,1,4,"Family","No","17-03-1972","Housing","No_Sew_Water","Paved",211773,129796,6831380,"1972","2006"
"6165",6165,"P00067","Anna Nagar",1993,"02-01-2015",60,2,1,5,"Adj Land","No","07-01-1996","Commercial","AllPub","Gravel",722752,163202,23314580,"1996","2015"
"6166",6166,"P03170","Adyar",926,"13-05-2011",175,1,1,3,"Abnormal","No","22-05-1973","Commercial","No_Sew_Water","Paved",369326,160041,12310870,"1973","2011"
"6167",6167,"P01103","Anna Nagar",1994,"26-12-2012",68,2,1,5,"Partial","Yes","29-12-2000","Housing","No_Sew_Water","Gravel",439277,287802,15147490,"2000","2012"
"6168",6168,"P02209","Chromepet",1061,"15-11-2011",177,1,1,3,"Family","No","21-11-1985","Other","AllPub","Gravel",300821,141010,9400670,"1985","2011"
"6169",6169,"P02937","Anna Nagar",1803,"26-06-2011",77,2,1,5,"Adj Land","Yes","02-07-1985","Housing","No_Sew_Water","Paved",423315,205244,12827720,"1985","2011"
