"","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD","AREA_Adyar","AREA_AnnaNagar","AREA_Karapakkam","AREA_KKnagar","AREA_TNagar","AREA_Velachery","SALE_COND_Abnormal","SALE_COND_Family","SALE_COND_NormalSale","SALE_COND_Partial","PARK_FACIL_No","BUILDTYPE_Commercial","BUILDTYPE_Other","UTILITY_AVAIL_AllPub","UTILITY_AVAIL_ELO","STREET_Gravel","STREET_NoAccess"
"6209",935,78,1,1,3,342752,154791,11056500,2008,2014,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
"6210",2500,137,4,2,6,557226,133250,12113600,1979,2009,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"6211",1984,191,2,1,5,743552,371776,20654230,1976,2010,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"6212",1818,111,2,1,5,405693,285488,15025660,1982,2008,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"6213",1741,109,2,1,4,329738,208834,10991250,2002,2007,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"6214",1065,127,1,1,3,232284,26802,8934000,1973,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"6215",858,129,1,1,3,382718,150768,11597500,1993,2007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"6216",702,14,1,1,2,205995,90123,6437350,1996,2013,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"6217",613,27,1,1,2,152162,88094,4004250,1993,2010,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"6218",1896,101,2,1,5,682594,393009,20684660,1985,2013,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"6219",833,154,1,1,2,163356,58808,3267125,1967,2010,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
"6220",2047,122,3,2,5,508503,272855,12402500,2001,2009,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
"6221",1579,94,1,1,4,516356,363362,19124310,1968,2011,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
"6222",988,53,1,1,3,336550,180295,12019650,1972,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"6223",1667,60,1,1,4,336900,134760,13476000,1989,2006,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"6224",1184,29,1,1,3,170696,68279,3793250,1982,2009,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"6225",1733,0,2,1,4,341368,88095,11011880,1952,2006,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
"6226",1106,139,1,1,3,234179,54041,9006900,1977,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"6227",2058,48,4,2,6,717230,170769,17076900,2004,2009,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
"6228",1055,138,1,1,3,246372,149583,8799000,1998,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"6229",1735,2,1,1,4,497626,113743,14217890,1977,2014,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"6230",809,37,1,1,3,242482,29392,7347950,1978,2007,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"6231",1335,113,2,1,4,279625,207464,9020160,2001,2009,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"6232",652,128,1,1,2,244500,40750,5093750,1975,2010,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"6233",1095,131,1,1,3,372954,67810,11301650,2003,2009,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
"6234",1477,47,2,2,4,368892,169076,7685250,1998,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"6235",1819,190,3,2,5,310069,175985,8380250,1976,2011,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"6236",1982,152,2,1,5,397023,111167,15880930,1995,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"6237",1599,29,1,1,4,341746,125307,11391530,1973,2012,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"6238",941,34,1,1,3,261795,77569,9696120,1978,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"6239",1198,113,1,1,3,288661,81186,9020650,1969,2008,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"6240",967,194,1,1,3,320273,40034,10008525,1973,2008,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"6241",1637,155,2,1,4,424542,121298,12129780,2001,2010,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"6242",1678,147,2,2,4,236793,169138,6765500,1963,2010,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"6243",1023,8,1,1,3,265436,8848,8847850,1998,2008,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"6244",774,78,1,1,2,196843,86977,4577750,1989,2010,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"6245",1032,153,1,1,3,373758,140159,11679950,1973,2006,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
"6246",889,149,1,1,3,280292,100104,10010430,1980,2014,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"6247",974,97,1,1,3,259182,123701,5890500,1968,2010,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"6248",790,73,1,1,2,235229,55348,6918500,1961,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"6249",931,86,1,1,3,169826,82340,5146250,1985,2010,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6250",659,110,1,1,2,270163,7946,7945975,1981,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"6251",2120,143,3,2,5,558127,167438,18604220,2000,2011,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"6252",843,142,1,1,3,191328,44153,7358760,1996,2007,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"6253",736,143,1,1,2,301939,94356,9435600,1985,2013,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"6254",1053,121,1,1,3,211133,117296,7819750,1980,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6255",1596,87,2,1,4,426242,200584,12536520,2005,2011,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
"6256",1368,108,2,2,4,195498,103180,5430500,1962,2012,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
"6257",1544,26,1,1,4,423737,105934,13241770,1976,2011,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"6258",1486,6,2,1,4,439240,213345,12549700,2003,2008,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"6259",1285,40,2,1,4,288856,55908,9317950,1987,2013,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"6260",1501,156,2,2,4,371076,123692,7730750,1984,2011,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6261",2218,162,3,2,5,381938,152775,12731260,1993,2008,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"6262",1117,133,1,1,3,246778,49356,9871100,2001,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6263",1561,142,1,1,4,351093,203861,11325590,1994,2011,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"6264",792,183,1,1,2,129465,90626,4315500,1960,2010,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
"6265",1212,48,2,2,4,286674,98544,8958560,1984,2008,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"6266",1977,155,2,1,5,327617,194143,12133960,1976,2009,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
"6267",1965,156,2,1,5,644310,199958,22217590,1985,2007,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
"6268",775,29,1,1,2,249063,59775,4981250,1961,2010,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"6269",892,155,1,1,3,282752,111387,8568240,1976,2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"6270",1696,83,2,1,4,409359,232591,9303620,1985,2010,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"6271",833,173,1,1,3,276935,138468,9890550,2001,2006,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"6272",541,15,1,1,2,281783,89931,5995375,1982,2010,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"6273",1414,9,2,1,4,433952,247973,10332200,2002,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"6274",1966,35,3,2,5,508782,238492,15899450,2001,2011,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"6275",704,127,1,1,2,217559,31080,7769980,1983,2013,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"6276",871,2,1,1,3,263614,65903,9414770,1997,2011,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"6277",1380,81,2,1,4,342025,262219,11400820,1997,2008,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
"6278",1885,113,2,1,5,803512,370852,20602870,1993,2014,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
"6279",916,176,1,1,3,208554,76836,5488250,1996,2009,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"6280",1115,39,1,1,3,365445,48726,12181500,1969,2007,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"6281",919,34,1,1,3,317425,102029,11336600,1997,2009,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"6282",883,115,1,1,2,182222,52642,4049375,1985,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"6283",2065,29,3,2,5,651668,117300,13033360,1992,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"6284",1869,106,3,2,5,412454,176766,11784400,2006,2011,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
"6285",1625,181,2,1,4,496928,241365,14197950,1997,2007,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"6286",537,186,1,1,2,250604,74648,5332000,1967,2009,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6287",1534,189,2,1,4,289647,106204,9654890,1965,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6288",1082,0,1,1,3,321184,126527,9732850,1994,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6289",1279,143,2,1,4,325972,67443,11240430,1987,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"6290",1544,197,1,1,4,289167,115667,11566670,1992,2008,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
"6291",1101,78,1,1,3,355568,136757,13675700,1996,2014,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"6292",1230,93,1,1,3,266364,103284,5436000,2006,2011,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"6293",956,79,1,1,3,353568,176784,7686250,1967,2010,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"6294",552,49,1,1,2,210170,84068,5254250,2004,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"6295",925,50,1,1,3,266081,77249,8583250,1975,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"6296",1822,122,2,1,5,382908,147272,14727220,1976,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6297",1781,190,1,1,4,608669,284046,20288980,2000,2009,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
"6298",1628,4,1,1,4,366471,78530,13088250,1994,2007,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
"6299",1736,188,2,1,4,414262,116843,10622100,1996,2011,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"6300",2016,31,3,2,5,375374,125125,11374960,2003,2011,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"6301",779,98,1,1,2,208990,18440,6146755,1972,2009,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"6302",1217,123,2,1,4,300107,139335,10718100,1980,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6303",1601,36,2,1,4,403834,260538,13026890,1971,2008,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"6304",1201,34,1,1,3,342198,133077,9505500,1989,2011,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"6305",579,88,1,1,2,274056,51386,5709500,1999,2011,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"6306",2289,66,4,2,6,854535,390114,18576840,1986,2008,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
"6307",1023,67,1,1,3,270380,9013,9012665,1978,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6308",1900,87,3,2,5,772422,394428,16434500,1984,2009,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"6309",807,59,1,1,3,251912,46650,9330090,1989,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"6310",1653,164,1,1,4,589079,304041,19002540,1976,2008,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
"6311",1452,90,2,1,4,435863,93399,10377680,1997,2009,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
"6312",1934,63,2,1,5,707773,343163,21447680,2000,2009,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
"6313",1972,141,3,2,5,459010,91802,11475260,1989,2007,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
"6314",1606,160,1,1,4,378045,103103,11455900,1998,2013,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"6315",1908,30,2,1,5,611940,203980,20398010,1984,2007,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
"6316",741,32,1,1,2,264275,41293,8258600,1982,2014,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
"6317",734,131,1,1,2,398500,20436,10217940,1971,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"6318",1504,146,1,1,4,414886,282122,16595430,1990,2014,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
"6319",1121,44,1,1,3,214830,93093,7161000,1968,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6320",1979,80,2,1,5,401521,220189,12952300,1976,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"6321",1105,137,1,1,3,277039,98304,8936750,1966,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"6322",1528,176,2,1,4,262180,56688,7085950,1957,2007,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
"6323",1712,51,1,1,4,312470,62494,12498810,1983,2008,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"6324",955,145,1,1,3,315226,19105,9552295,1997,2010,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"6325",802,3,1,1,3,264750,24068,8022740,1985,2013,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
"6326",701,82,1,1,2,140064,60568,3785500,2002,2010,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"6327",1418,175,2,2,4,314676,72113,6555750,1971,2011,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"6328",1155,150,1,1,3,457917,134681,13468145,1984,2007,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
"6329",1061,147,1,1,3,274247,152360,10157300,1975,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6330",2258,52,4,2,6,693848,312232,17346200,1989,2009,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
"6331",947,145,1,1,3,226515,90606,9060600,1995,2007,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"6332",1868,26,3,2,5,505829,192697,12043540,1980,2009,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
"6333",1713,150,1,1,4,382009,203738,12733640,1980,2010,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
"6334",886,153,1,1,3,300276,93189,10354350,2003,2012,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"6335",2122,2,3,2,5,566135,308801,17155600,1988,2008,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"6336",980,148,1,1,3,272118,68030,6184500,1974,2010,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"6337",1916,15,2,1,5,936314,444749,23407860,2003,2011,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"6338",2079,112,3,2,5,563006,228721,17593940,1984,2011,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"6339",1377,112,2,2,4,256211,115905,6100250,1974,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"6340",2363,169,4,2,6,756744,184572,18457180,1991,2010,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
"6341",1568,142,2,2,4,382911,62516,7814500,1966,2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"6342",1210,95,2,2,4,426624,67362,11226950,1997,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6343",1179,153,1,1,3,281964,99862,5874250,1997,2010,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"6344",822,30,1,1,3,368162,48442,9688485,1968,2007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"6345",1235,177,2,1,4,263974,127987,7999200,1986,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6346",1735,116,1,1,4,783738,283017,21770500,1979,2009,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"6347",745,182,1,1,2,205700,38093,7618500,1989,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"6348",794,160,1,1,2,216394,47336,6762300,1977,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"6349",1979,61,2,1,5,681782,227261,22726060,2004,2012,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"6350",1641,163,1,1,4,410920,79533,13255480,1968,2013,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"6351",1718,57,2,1,4,357415,250190,11913820,1999,2005,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
"6352",706,53,1,1,2,207922,114716,7169720,1970,2008,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"6353",728,52,1,1,2,345583,27283,9094300,1990,2010,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"6354",1948,19,3,2,5,359541,62920,8988520,1983,2009,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
"6355",1863,188,2,1,5,459107,250422,13912330,1980,2012,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
"6356",1849,144,2,1,5,823071,379879,21104380,1993,2007,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"6357",1528,143,2,1,4,275894,63061,7882680,1997,2011,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
"6358",1979,171,2,1,5,425054,190542,14657040,1995,2011,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"6359",1639,154,2,1,4,454977,99873,11097000,1989,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"6360",796,20,1,1,2,177156,110124,4788000,1972,2010,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"6361",794,190,1,1,2,222252,42741,8548150,1988,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"6362",748,116,1,1,2,229599,78925,7174975,2006,2011,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"6363",1278,34,2,1,4,285487,137457,10573610,1995,2008,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"6364",838,35,1,1,3,325495,100152,8346035,2002,2011,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"6365",2459,186,4,2,6,363220,222618,11716760,1983,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6366",1358,2,2,2,4,342240,171120,7130000,1970,2010,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6367",731,60,1,1,2,195764,146823,6117625,1969,2009,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
"6368",973,15,1,1,3,329374,164687,10979125,1972,2007,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"6369",1757,113,1,1,4,368163,190899,13635670,1998,2011,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"6370",1995,121,2,1,5,543010,167080,13923340,1991,2013,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"6371",870,83,1,1,3,202579,36175,7234950,1989,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6372",1035,90,1,NA,3,223403,24823,8274200,1981,2012,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"6373",2205,74,3,2,5,494204,230628,16473460,1987,2010,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
"6374",709,112,1,1,2,280765,78614,11230600,1994,2010,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"6375",1206,57,1,1,3,241595,97788,5752250,1989,2009,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
"6376",685,39,1,1,2,237331,13961,6980335,2003,2012,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"6377",1690,98,1,1,4,520035,288908,19260550,1992,2012,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"6378",786,156,1,1,2,246570,14090,7044865,1997,2008,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"6379",1136,139,1,1,3,285645,129839,8655900,1991,2009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"6380",1268,166,2,1,4,433470,139829,13982900,1992,2010,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"6381",1012,139,1,1,3,216589,160695,6986750,1976,2011,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"6382",1198,41,1,1,3,402862,180593,13891800,2005,2009,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"6383",1152,78,1,1,3,291663,152172,6340500,1968,2010,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"6384",1034,58,1,1,3,397762,48214,12053400,1987,2011,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"6385",1869,143,2,1,5,851325,191548,21283130,1970,2009,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"6386",773,184,1,1,2,264747,61774,8824900,2006,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6387",2273,121,4,2,6,442169,262911,11950520,2002,2008,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
"6388",956,163,1,1,3,326458,158283,9892670,1980,2009,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"6389",939,88,1,1,3,275959,16233,8116455,1970,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
"6390",1938,116,3,2,5,447084,162576,10161000,1981,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"6391",1764,143,1,1,4,650532,223620,20329120,1988,2014,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"6392",1920,166,2,1,5,550566,159374,14488580,1993,2012,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
"6393",525,195,1,1,2,164348,114546,4980250,1971,2012,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"6394",653,119,1,1,2,224183,48472,6059010,1993,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6395",1700,120,1,1,4,669375,133875,19125010,1968,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6396",1505,22,2,1,4,435225,157165,12089580,1962,2006,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"6397",1589,158,2,2,4,239922,174489,7270375,1987,2011,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"6398",1829,118,3,2,5,498211,140521,12774630,1976,2010,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
"6399",963,64,1,1,3,338332,100246,12530800,2002,2006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"6400",1724,64,2,1,4,361668,205271,9774800,1980,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6401",731,191,1,1,2,263853,103942,7995545,1988,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6402",1911,9,2,1,5,444845,155696,11121130,1973,2007,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"6403",1239,143,2,1,4,341059,93016,10335130,1984,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"6404",508,108,1,1,2,122280,86779,3944500,1969,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6405",893,174,1,1,3,208842,96389,8032400,1981,2009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"6406",1973,171,3,2,5,575556,246667,16444460,1997,2005,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
"6407",1050,157,1,1,3,208832,30938,7734500,1993,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"6408",1779,48,2,1,4,486573,162191,13515920,1965,2011,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
"6409",1078,106,1,1,3,450308,62543,12508550,1997,2007,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"6410",2470,197,4,2,6,612354,316054,19753360,1993,2011,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"6411",1170,73,1,1,3,459585,69634,13926830,1986,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6412",706,61,1,1,2,193150,19315,4828750,1999,2009,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
"6413",1897,112,2,1,5,423031,84606,12086610,1968,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"6414",1858,73,3,2,5,377651,171660,11443980,1981,2010,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"6415",1134,133,1,1,3,338990,106540,9685425,1993,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6416",1057,49,1,1,3,154776,71435,3968625,1990,2011,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"6417",1630,186,1,1,4,375760,169698,12121290,1976,2008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"6418",2202,91,3,2,5,743023,339206,16152680,1984,2008,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"6419",1209,25,2,1,4,226521,99669,9060830,1971,2009,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"6420",1068,194,1,1,3,389377,53707,13426800,2004,2008,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
