"","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","REG_FEE","COMMIS","SALES_PRICE"
"5773","P09024","Chrompet",759,"10-05-2007",50,1,1,2,"Family","No","17-05-1978","Others","AllPub","No Access","RM",191677,88466,7372180
"5774","P01385","Anna Nagar",1789,"17-06-2012",11,1,1,4,"Normal Sale","Yes","26-06-1978","Commercial","NoSeWa","Gravel","RM",860513,279667,21512830
"5775","P06213","Velachery",1884,"05-10-2009",73,3,2,5,"Partial","Yes","10-10-1988","Commercial","ELO","No Access","RL",574735,186400,15533370
"5776","P04456","Chrompet",1181,"27-08-2010",145,1,1,3,"AdjLand","Yes","29-08-2001","Others","ELO","Gravel","RL",363901,147835,11371920
"5777","P02974","KK Nagar",1567,"21-06-2011",199,2,1,4,"Partial","No","24-06-1999","Others","NoSeWa","Gravel","RM",353225,145446,10388980
"5778","P03451","Karapakkam",686,"23-03-2011",71,1,1,2,"Partial","No","01-04-1974","House","NoSewr ","No Access","RL",190510,42865,4762750
"5779","P07926","Velachery",1630,"21-06-2008",86,2,1,4,"Family","No","27-06-1985","Others","AllPub","No Access","RH",312819,69515,8689410
"5780","P06507","KK Nagar",1503,"04-08-2009",121,2,1,4,"Partial","Yes","07-08-1998","House","NoSewr ","Gravel","RM",496369,183441,10790620
"5781","P09972","Velachery",1754,"13-06-2004",94,2,1,4,"Normal Sale","Yes","18-06-1986","Others","AllPub","Paved","RL",401869,172229,11481960
"5782","P03501","Karapakkam",1299,"15-03-2011",87,1,1,3,"Normal Sale","No","27-03-1962","Commercial","ELO","Paved","C",355169,66078,8259750
"5783","P00783","Chrompet",983,"26-07-2013",8,1,1,3,"AdjLand","Yes","03-08-1983","Others","AllPub","No Access","RL",252353,65425,9346410
"5784","P02366","T Nagar",1708,"17-10-2011",156,1,1,4,"AbNormal","Yes","25-10-1977","Commercial","ELO","Gravel","RM",729450,229256,20841430
"5785","P03352","Chrompet",1230,"10-04-2011",17,2,1,4,"Normal Sale","Yes","15-04-1989","Commercial","NoSeWa","Gravel","RL",498911,120948,15118500
"5786","P05452","Velachery",1760,"21-02-2010",30,2,1,4,"AdjLand","Yes","22-02-2005","Commercial","ELO","Gravel","C",501679,288846,15202400
"5787","P04441","Chrompet",1180,"30-08-2010",176,1,1,3,"Normal Sale","Yes","09-09-1971","House","NoSeWa","Paved","RH",224335,34513,8628250
"5788","P07624","T Nagar",1915,"17-09-2008",195,2,1,5,"AbNormal","Yes","27-09-1970","Others","NoSewr ","Paved","RM",573005,185839,15486610
"5789","P05248","Karapakkam",1533,"02-04-2010",181,2,2,4,"Normal Sale","No","14-04-1962","Commercial","NoSeWa","No Access","RM",375441,182032,11377000
"5790","P05198","Karapakkam",534,"11-04-2010",181,1,1,2,"Partial","No","18-04-1981","Others","AllPub","Gravel","RH",268900,96804,5378000
"5791","P06685","KK Nagar",1404,"26-06-2009",36,2,1,4,"Partial","Yes","02-07-1987","House","AllPub","Gravel","RM",496063,155020,10334640
"5792","P08937","Chrompet",949,"12-06-2007",90,1,1,3,"Normal Sale","Yes","15-06-1994","House","ELO","No Access","RH",202149,54425,7774950
"5793","P06671","Velachery",1876,"29-06-2009",117,3,2,5,"Partial","No","03-07-1994","House","NoSewr ","No Access","RL",313995,129292,9235150
"5794","P07787","Chrompet",753,"03-08-2008",56,1,1,2,"AdjLand","Yes","13-08-1968","House","AllPub","Gravel","RM",305798,46333,9266600
"5795","P01246","Chrompet",993,"30-09-2012",66,1,1,3,"AdjLand","Yes","05-10-1992","House","NoSewr ","No Access","RM",310352,47023,9404600
"5796","P02280","Karapakkam",1257,"31-10-2011",72,1,1,3,"Partial","No","02-11-2003","House","AllPub","Gravel","I",270860,60944,6771500
"5797","P07496","Chrompet",1280,"22-10-2008",180,2,1,4,"Partial","Yes","29-10-1982","Commercial","NoSeWa","Paved","RM",428722,244984,15311500
"5798","P01727","KK Nagar",1337,"19-02-2012",120,2,1,4,"AbNormal","Yes","23-02-1996","House","AllPub","Gravel","RH",366207,178408,9389920
"5799","P05341","KK Nagar",2325,"14-03-2010",99,4,2,6,"AbNormal","No","19-03-1988","House","AllPub","Paved","RM",561577,286763,11948440
"5800","P08019","Velachery",1946,"19-05-2008",130,3,2,5,"Normal Sale","Yes","25-05-1987","Others","NoSewr ","No Access","RM",436654,181939,12129270
"5801","P06269","Anna Nagar",1719,"25-09-2009",83,1,1,4,"Family","Yes","06-10-1964","House","NoSewr ","Paved","RH",338768,70090,11681650
"5802","P04982","Velachery",1636,"23-05-2010",152,2,1,4,"Normal Sale","Yes","01-06-1973","Commercial","NoSeWa","Gravel","RL",532850,319710,15224290
"5803","P08908","Chrompet",1264,"24-06-2007",173,2,1,4,"AdjLand","Yes","29-06-1984","Commercial","AllPub","Pavd","RL",495707,77454,15490850
"5804","P02396","Karapakkam",780,"12-10-2011",127,1,1,2,"Normal Sale","Yes","19-10-1981","Commercial","NoSewr ","Paved","I",281515,159779,7608500
"5805","P08238","KK Nagar",2178,"13-03-2008",24,3,2,5,"Family","No","21-03-1979","Commercial","AllPub","Paved","RM",742540,328099,17268380
"5806","P02633","Karapakkam",1232,"30-08-2011",78,1,1,3,"AbNormal","Yes","05-09-1986","Others","NoSewr ","No Access","RH",285029,67507,7500750
"5807","P03234","Karapakkam",762,"29-04-2011",156,1,1,2,"Normal Sale","No","04-05-1988","House","NoSewr ","No Access","C",147938,86598,3608250
"5808","P05516","T Nagar",1934,"10-02-2010",192,2,1,5,"Family","Yes","12-02-2001","House","NoSewr ","Paved","RL",392545,224312,14019480
"5809","P07760","Adyar",978,"10-08-2008",172,1,1,3,"AdjLand","No","17-08-1982","Commercial","NoSewr ","Paved","A",401064,71986,10283690
"5810","P06783","KK Nagar",2248,"26-05-2009",162,4,2,6,"AdjLand","No","01-06-1987","House","NoSeWa","Gravel","RH",411064,133318,11109840
"5811","P08401","Anna Nagar",1991,"14-01-2008",123,2,1,5,"AdjLand","No","17-01-1996","Commercial","ELO","Paved","RH",747262,213503,21350340
"5812","P05345","Karapakkam",573,"13-03-2010",91,1,1,2,"Partial","Yes","21-03-1978","House","AllPub","No Access","RL",240048,50243,5582500
"5813","P05592","KK Nagar",2496,"29-01-2010",88,4,2,6,"AbNormal","Yes","05-02-1982","Commercial","AllPub","Gravel","RL",667628,182080,20231160
"5814","P06721","KK Nagar",1931,"15-06-2009",194,3,2,5,"AbNormal","No","19-06-1993","Others","NoSeWa","Gravel","RH",441576,172322,10770140
"5815","P01755","Karapakkam",652,"13-02-2012",126,1,1,2,"Family","No","14-02-2006","House","NoSewr ","Gravel","C",177251,74632,4664500
"5816","P06218","Chrompet",770,"04-10-2009",174,1,1,2,"Normal Sale","Yes","07-10-1996","House","NoSeWa","Paved","RL",202169,97041,8086750
"5817","P03220","Karapakkam",1323,"02-05-2011",76,1,1,3,"Family","No","09-05-1980","Commercial","AllPub","Paved","RH",492413,150739,10049250
"5818","P07287","KK Nagar",2180,"30-12-2008",78,3,2,5,"Partial","No","06-01-1982","Others","NoSewr ","Paved","RL",382063,157320,11237140
"5819","P04535","KK Nagar",2458,"13-08-2010",83,4,2,6,"AdjLand","No","20-08-1982","Commercial","NoSewr ","Paved","RL",863115,318977,18763360
"5820","P08375","Velachery",1684,"24-01-2008",87,2,1,4,"AdjLand","Yes","28-01-1992","House","ELO","Gravel","I",353084,70617,10088120
"5821","P00140","Anna Nagar",1556,"13-11-2014",120,1,1,4,"AbNormal","No","14-11-2009","Commercial","AllPub","No Access","RM",731464,292586,18286600
"5822","P02193","Karapakkam",526,"17-11-2011",45,1,1,2,"Partial","Yes","20-11-1998","Commercial","NoSeWa","No Access","RL",326967,125222,6956750
"5823","P09325","Chrompet",714,"17-01-2007",55,1,1,2,"Normal Sale","Yes","26-01-1971","Commercial","ELO","No Access","RM",299060,82499,10312400
"5824","P04874","Karapakkam",748,"13-06-2010",105,1,1,2,"AbNormal","No","21-06-1976","Commercial","NoSeWa","No Access","I",273576,108291,5699500
"5825","P06292","Adyar",635,"19-09-2009",133,1,1,2,"Normal Sale","No","29-09-1969","Commercial","NoSeWa","No Access","A",235435,12074,6036800
"5826","P03290","Chrompet",1137,"19-04-2011",155,1,1,3,"Family","Yes","23-04-1992","Others","ELO","Paved","RL",314512,121746,10145540
"5827","P05984","Karapakkam",1132,"15-11-2009",88,1,1,3,"AbNormal","Yes","19-11-1993","House","NoSeWa","No Access","RL",273319,110805,7387000
"5828","P00802","Anna Nagar",1804,"14-07-2013",5,2,1,5,"Normal Sale","Yes","19-07-1992","Others","ELO","No Access","RH",339907,143807,13073340
"5829","P04215","KK Nagar",2327,"15-10-2010",44,4,2,6,"Normal Sale","No","19-10-1993","House","AllPub","Paved","RL",563252,183919,11494940
"5830","P03646","KK Nagar",1966,"09-02-2011",111,3,2,5,"Normal Sale","Yes","14-02-1991","Others","NoSeWa","Gravel","RL",458205,99071,12383920
"5831","P03076","Karapakkam",552,"30-05-2011",167,1,1,2,"Family","No","04-06-1990","Commercial","ELO","Paved","RL",278240,52998,6624750
"5832","P07698","KK Nagar",1862,"30-08-2008",101,3,2,5,"AbNormal","No","03-09-1992","Commercial","NoSewr ","Gravel","RH",724201,196138,15087520
"5833","P08486","Velachery",1640,"13-12-2007",149,2,1,4,"Normal Sale","Yes","22-12-1970","House","ELO","Paved","RM",360356,113255,10295890
"5834","P01015","Chrompet",1232,"24-02-2013",30,2,1,4,"AdjLand","Yes","28-02-1999","Commercial","AllPub","No Access","RM",416202,61660,15414900
"5835","P05097","Chrompet",799,"02-05-2010",144,1,1,2,"Family","Yes","10-05-1977","Others","NoSeWa","Gravel","RH",237016,138941,8172980
"5836","P05525","Karapakkam",1114,"08-02-2010",200,1,1,3,"AbNormal","No","14-02-1985","Others","NoSeWa","Paved","C",214420,80408,5360500
"5837","P02626","Karapakkam",1444,"31-08-2011",135,2,2,4,"AbNormal","No","08-09-1976","House","AllPub","Paved","I",257917,72746,6613250
"5838","P07257","KK Nagar",2369,"06-01-2009",130,4,2,6,"AdjLand","Yes","09-01-1999","House","NoSeWa","Gravel","RL",622769,304759,13250400
"5839","P01599","Karapakkam",1642,"11-03-2012",191,2,2,4,"AbNormal","No","22-03-1971","Commercial","NoSewr ","Paved","RM",423382,166787,12829750
"5840","P04675","Chrompet",771,"21-07-2010",163,1,1,2,"AbNormal","No","23-07-2002","Commercial","NoSeWa","Gravel","RL",343187,85797,10724600
"5841","P01493","Velachery",1595,"01-04-2012",7,2,1,4,"AdjLand","Yes","05-04-1998","House","AllPub","Gravel","C",380963,142861,9524080
"5842","P01622","T Nagar",1766,"08-03-2012",11,1,1,4,"AbNormal","Yes","18-03-1975","Commercial","ELO","No Access","RM",750484,324533,20283340
"5843","P09771","Velachery",1692,"22-08-2005",85,2,1,4,"Partial","Yes","28-08-1981","Others","ELO","Gravel","C",329950,169688,9427130
"5844","P05610","T Nagar",1827,"26-01-2010",92,2,1,5,"AdjLand","Yes","04-02-1974","Commercial","NoSeWa","Paved","RL",661565,256090,21340820
"5845","P06205","Chrompet",1256,"06-10-2009",161,2,1,4,"Normal Sale","No","09-10-1997","House","ELO","Paved","RH",273530,111121,8547800
"5846","P03416","Velachery",1892,"31-03-2011",186,3,2,5,"AdjLand","No","11-04-1965","House","NoSeWa","Gravel","RL",333209,208255,10412770
"5847","P01089","T Nagar",1541,"03-01-2013",111,1,1,4,"Family","Yes","12-01-1980","Commercial","NoSeWa","Paved","RL",709683,345743,18197010
"5848","P09215","Adyar",798,"22-02-2007",148,1,1,2,"Partial","No","28-02-1981","Others","ELO","Paved","I",209566,50804,6350490
"5849","P07418","Velachery",1845,"18-11-2008",110,3,2,5,"AbNormal","Yes","01-12-1956","Others","AllPub","Gravel","C",363745,161665,10104040
"5850","P09153","Anna Nagar",1519,"17-03-2007",121,1,1,4,"AbNormal","No","25-03-1975","Others","NoSewr ","Gravel","RL",419435,209717,12336310
"5851","P08049","Adyar",950,"10-05-2008",16,1,1,3,"AdjLand","Yes","13-05-1999","House","ELO","Gravel","RM",395220,142718,10978335
"5852","P03748","Karapakkam",910,"17-01-2011",190,1,1,3,"Normal Sale","No","18-01-2006","House","NoSeWa","Paved","RL",235261,114270,6721750
"5853","P05120","Karapakkam",828,"26-04-2010",7,1,1,2,"AdjLand","No","01-05-1988","Others","AllPub","No Access","RM",337488,91403,7031000
"5854","P00531","Anna Nagar",1551,"29-01-2014",32,1,1,4,"AbNormal","No","06-02-1981","House","NoSeWa","Gravel","RM",429306,202728,11925160
"5855","P00395","Chrompet",831,"16-05-2014",15,1,1,3,"AbNormal","Yes","20-05-1997","Others","AllPub","Paved","RM",311431,126519,9732220
"5856","P08488","Chrompet",1196,"13-12-2007",13,1,1,3,"Partial","No","15-12-1997","Commercial","NoSewr ","Paved","RH",358039,76723,12787100
"5857","P04611","Karapakkam",1589,"31-07-2010",140,2,2,4,"Normal Sale","No","10-08-1969","House","NoSewr ","Gravel","I",289690,72423,7242250
"5858","P02004","Anna Nagar",1874,"29-12-2011",142,2,1,5,"AdjLand","Yes","05-01-1983","House","AllPub","Gravel","RL",365900,146360,14635980
"5859","P08817","T Nagar",1867,"09-08-2007",127,2,1,5,"Normal Sale","Yes","17-08-1974","Commercial","NoSeWa","No Access","RL",823250,205813,20581260
"5860","P06350","T Nagar",1909,"09-09-2009",185,2,1,5,"Partial","Yes","13-09-1994","Commercial","AllPub","No Access","RH",782811,267804,20600300
"5861","P08320","Adyar",672,"15-02-2008",18,1,1,2,"AbNormal","No","19-02-1989","Others","NoSeWa","No Access","A",133689,40107,4456285
"5862","P00276","Anna Nagar",1997,"04-08-2014",36,2,1,5,"Family","No","10-08-1990","Commercial","NoSeWa","Gravel","RL",869775,347910,21744380
"5863","P01013","Anna Nagar",1700,"27-02-2013",131,1,1,4,"AbNormal","No","05-03-1990","Others","NoSeWa","Gravel","RL",533718,80058,13342960
"5864","P07070","KK Nagar",1934,"05-03-2009",73,3,2,5,"AbNormal","Yes","10-03-1988","Commercial","AllPub","Paved","RH",706808,369468,16063820
"5865","P06063","Anna Nagar",1716,"30-10-2009",157,1,1,4,"Partial","No","31-10-2004","Commercial","AllPub","Gravel","RH",536235,191513,19151250
"5866","P05161","Chrompet",736,"17-04-2010",134,1,1,2,"AdjLand","No","25-04-1978","Commercial","AllPub","No Access","RH",229263,141085,8817800
"5867","P02957","Velachery",1505,"23-06-2011",83,2,1,4,"Normal Sale","No","02-07-1972","Others","AllPub","Paved","I",247180,123590,8239330
"5868","P04570","Adyar",689,"07-08-2010",98,1,1,2,"Normal Sale","Yes","08-08-2005","Others","ELO","Paved","C",263958,55570,6946275
"5869","P00223","Chrompet",862,"09-09-2014",150,1,1,3,"AbNormal","No","19-09-1975","Others","NoSewr ","No Access","RL",209241,36076,7215190
"5870","P04759","Karapakkam",1320,"03-07-2010",133,1,1,3,"AdjLand","Yes","10-07-1982","Others","NoSeWa","No Access","RH",310960,101062,7774000
"5871","P04873","KK Nagar",2300,"14-06-2010",113,4,2,6,"AbNormal","No","18-06-1994","Others","AllPub","Gravel","RH",568989,185540,12369320
"5872","P09704","Velachery",1697,"24-01-2006",107,2,1,4,"Normal Sale","No","02-02-1971","Others","ELO","Gravel","C",310766,86324,8632400
"5873","P04531","KK Nagar",2178,"14-08-2010",57,3,2,5,"Partial","No","17-08-1999","House","NoSeWa","Gravel","RL",338446,262023,10917620
"5874","P08747","Chrompet",1229,"03-09-2007",146,2,1,4,"AdjLand","No","04-09-2002","House","NoSeWa","Gravel","RL",333536,161714,10107150
"5875","P05492","T Nagar",1549,"15-02-2010",169,1,1,4,"Normal Sale","No","26-02-1966","Commercial","ELO","Paved","RH",467230,216928,16686780
"5876","P07132","Velachery",1911,"11-02-2009",28,3,2,5,"Normal Sale","No","13-02-2002","House","NoSeWa","Paved","A",241545,56360,8051490
"5877","P06208","Anna Nagar",1654,"06-10-2009",65,1,1,4,"Partial","No","16-10-1970","Others","ELO","Paved","RM",412284,137428,12493450
"5878","P00061","Chrompet",1224,"05-01-2015",27,2,1,4,"Family","No","11-01-1991","House","NoSewr ","Paved","RM",316760,67192,9598800
"5879","P02965","Karapakkam",927,"21-06-2011",35,1,1,3,"Family","No","27-06-1986","Commercial","NoSewr ","No Access","A",197566,62092,5644750
"5880","P05783","Chrompet",1166,"23-12-2009",36,1,1,3,"AdjLand","No","27-12-1995","Commercial","AllPub","Gravel","RM",445479,148493,14849300
"5881","P08494","Adyar",900,"09-12-2007",28,1,1,3,"AdjLand","Yes","12-12-1994","House","NoSewr ","Paved","RL",323070,146850,9789995
"5882","P01227","T Nagar",1924,"12-10-2012",158,2,1,5,"Normal Sale","No","14-10-2007","Others","ELO","Paved","RH",534646,246760,13708870
"5883","P09444","Velachery",1527,"03-12-2006",122,2,1,4,"AbNormal","No","07-12-1990","Commercial","NoSeWa","Pavd","C",444960,210770,11709470
"5884","P07467","Velachery",1773,"31-10-2008",87,2,1,4,"AbNormal","No","04-11-1992","House","ELO","Paved","C",290097,109767,7840470
"5885","P06695","KK Nagar",2187,"23-06-2009",175,3,2,5,"AbNormal","Yes","28-06-1991","Commercial","NoSeWa","Gravel","RH",798100,177356,17735560
"5886","P09807","Velachery",1574,"31-05-2005",30,2,1,4,"AbNormal","Yes","12-06-1957","Commercial","AllPub","Paved","RH",453343,123639,13737660
"5887","P01498","KK Nagar",2235,"31-03-2012",74,4,2,6,"Family","Yes","04-04-1999","Commercial","NoSewr ","Paved","RL",620747,419917,18257260
"5888","P06483","Chrompet",776,"09-08-2009",97,1,1,2,"Family","Yes","13-08-1992","Commercial","AllPub","Gravel","RL",351359,35136,11711950
"5889","P07216","Adyar",1030,"18-01-2009",104,1,1,3,"Normal Sale","Yes","25-01-1984","Commercial","NoSewr ","Paved","RL",498272,41523,13840875
"5890","P07755","Chrompet",791,"11-08-2008",178,1,1,2,"AbNormal","Yes","13-08-2003","Others","ELO","No Access","RM",262423,131211,8747420
"5891","P03942","Anna Nagar",1600,"08-12-2010",170,1,1,4,"AdjLand","No","17-12-1975","Commercial","NoSeWa","Paved","RL",507580,199406,18127850
"5892","P01831","Chrompet",1270,"31-01-2012",134,2,1,4,"Family","No","04-02-1993","House","NoSewr ","Paved","RH",231467,25719,8572850
"5893","P08572","Chrompet",1150,"03-11-2007",195,1,1,3,"AbNormal","No","06-11-1992","Others","NoSewr ","Paved","RH",275365,97710,8882750
"5894","P04963","KK Nagar",2369,"27-05-2010",173,4,2,6,"Normal Sale","Yes","03-06-1982","Commercial","NoSeWa","Paved","RM",952411,485924,19436960
"5895","P08645","Anna Nagar",1814,"10-10-2007",110,2,1,5,"Family","Yes","15-10-1984","Commercial","AllPub","No Access","RL",612639,326741,20421310
"5896","P05582","T Nagar",1925,"30-01-2010",49,2,1,5,"AdjLand","No","03-02-1995","Commercial","ELO","Gravel","RM",652487,382492,22499550
"5897","P06198","Karapakkam",1217,"06-10-2009",17,1,1,3,"AdjLand","Yes","07-10-2004","House","NoSeWa","No Access","A",177018,142756,5710250
"5898","P00247","Anna Nagar",1668,"28-08-2014",40,1,1,4,"AbNormal","No","02-09-1993","House","ELO","Paved","RH",401057,151751,10839370
"5899","P09822","Velachery",1668,"27-04-2005",15,2,1,4,"Partial","Yes","10-05-1954","Others","AllPub","Gravel","RH",399747,71749,10249920
"5900","P01749","Karapakkam",1435,"14-02-2012",81,2,2,4,"AbNormal","Yes","24-02-1972","Commercial","NoSeWa","Paved","I",389268,173008,10813000
"5901","P02094","Adyar",762,"11-12-2011",16,1,1,2,"AdjLand","No","20-12-1975","Others","ELO","Paved","RH",291358,43704,7283940
"5902","P03009","Velachery",1816,"15-06-2011",29,3,2,5,"Normal Sale","No","21-06-1985","Others","NoSewr ","Paved","I",339263,131936,9423970
"5903","P00159","Chrompet",1255,"02-11-2014",129,2,1,4,"AdjLand","No","11-11-1977","House","ELO","Gravel","RM",296466,92007,10222950
"5904","P07003","KK Nagar",2011,"28-03-2009",193,3,2,5,"AdjLand","Yes","04-04-1981","Others","AllPub","Gravel","RL",413279,129150,12914980
"5905","P09990","Velachery",1874,"08-05-2004",154,3,2,5,"Partial","Yes","15-05-1978","Commercial","AllPub","No Access","C",548259,182753,14057920
"5906","P09668","Velachery",1743,"02-04-2006",86,2,1,4,"Normal Sale","No","06-04-1988","Commercial","NoSewr ","Paved","A",474930,187472,12498160
"5907","P00694","Anna Nagar",1545,"12-10-2013",45,1,1,4,"AdjLand","Yes","18-10-1991","Commercial","NoSewr ","No Access","RM",570913,247396,19030440
"5908","P03516","Chrompet",782,"11-03-2011",195,1,1,2,"Family","Yes","13-03-2003","Commercial","NoSewr ","Paved","RM",334174,119348,11934800
"5909","P04878","Karapakkam",1349,"12-06-2010",59,2,2,4,"AbNormal","Yes","13-06-2005","Others","AllPub","Paved","A",242798,57129,7141125
"5910","P06009","KK Nagar",2443,"11-11-2009",118,4,2,6,"Normal Sale","No","16-11-1989","House","AllPub","Paved","RL",539801,140818,11734800
"5911","P05481","KK Nagar",1696,"17-02-2010",35,2,1,4,"Normal Sale","Yes","21-02-1994","House","NoSewr ","Paved","RH",466518,87472,9719120
"5912","P08803","Velachery",1727,"12-08-2007",5,2,1,4,"AdjLand","No","24-08-1957","Commercial","NoSewr ","Gravel","C",491421,225788,13281650
"5913","P00611","Chrompet",813,"28-11-2013",103,1,1,3,"AdjLand","Yes","06-12-1980","House","ELO","Gravel","RM",247321,95124,9512350
"5914","P00410","Anna Nagar",1998,"08-05-2014",20,2,1,5,"AbNormal","Yes","09-05-2008","Commercial","AllPub","No Access","RL",761636,313615,22401070
"5915","P02501","KK Nagar",1961,"23-09-2011",197,3,2,5,"Normal Sale","Yes","27-09-1995","Others","NoSeWa","Paved","RM",391119,176634,12616740
"5916","P03080","KK Nagar",2298,"30-05-2011",106,4,2,6,"Normal Sale","No","06-06-1982","Others","NoSewr ","Paved","RM",593664,176836,12631140
"5917","P06010","Karapakkam",1544,"10-11-2009",52,2,2,4,"AdjLand","No","13-11-1998","Commercial","AllPub","Gravel","RM",581543,124616,13846250
"5918","P05285","Anna Nagar",1930,"25-03-2010",158,2,1,5,"Partial","No","30-03-1991","Commercial","NoSewr ","No Access","RM",517380,227647,20695180
"5919","P07848","Adyar",642,"14-07-2008",72,1,1,2,"AbNormal","Yes","17-07-1998","House","NoSewr ","Gravel","RH",243635,89333,8121150
"5920","P06308","Chrompet",1066,"16-09-2009",120,1,1,3,"Family","No","21-09-1990","Commercial","AllPub","No Access","RH",302547,67233,11205450
"5921","P08471","Anna Nagar",1673,"20-12-2007",120,1,1,4,"AdjLand","Yes","30-12-1967","Others","ELO","Gravel","RM",588116,102920,14702890
"5922","P00376","Anna Nagar",1829,"31-05-2014",24,2,1,5,"Family","Yes","08-06-1980","House","NoSewr ","No Access","RM",474384,158128,13177330
"5923","P03607","Karapakkam",616,"17-02-2011",84,1,1,2,"AbNormal","No","24-02-1981","Commercial","ELO","Gravel","RH",231387,74861,6805500
"5924","P09520","Adyar",713,"27-10-2006",60,1,1,2,"AdjLand","No","05-11-1969","Others","NoSewr ","Gravel","I",235892,85779,7148255
"5925","P09413","Chrompet",838,"18-12-2006",31,1,1,3,"AbNormal","No","24-12-1981","Others","NoSewr ","Gravel","RL",234411,108834,8371810
"5926","P05722","Velachery",1804,"04-01-2010",64,3,2,5,"Partial","Yes","06-01-2001","Commercial","AllPub","No Access","I",450245,145240,14524030
"5927","P00789","Anna Nagar",1840,"22-07-2013",48,2,1,5,"Normal Sale","Yes","29-07-1984","Others","ELO","No Access","RL",414086,82817,13802880
"5928","P07419","Adyar",876,"18-11-2008",99,1,1,3,"AdjLand","Yes","23-11-1991","Others","ELO","No Access","I",254248,95343,7945255
"5929","P05505","Karapakkam",1213,"12-02-2010",167,1,1,3,"Family","No","21-02-1975","Others","NoSeWa","Paved","RH",225373,132573,6628625
"5930","P07538","Velachery",1541,"10-10-2008",42,2,1,4,"Family","No","22-10-1963","House","AllPub","No Access","A",183955,72467,5574400
"5931","P03640","Karapakkam",1401,"09-02-2011",132,2,2,4,"AdjLand","No","19-02-1970","House","AllPub","Paved","RL",371312,189606,7900250
"5932","P10010","Velachery",1637,"22-03-2004",100,2,1,4,"Partial","No","27-03-1986","Others","NoSewr ","Paved","I",275903,181061,8621960
"5933","P06549","Chrompet",1299,"26-07-2009",104,2,1,4,"Normal Sale","Yes","27-07-2005","House","NoSewr ","Gravel","RM",319820,153988,11845200
"5934","P02672","Karapakkam",1160,"21-08-2011",52,1,1,3,"Family","No","31-08-1968","Commercial","NoSewr ","Paved","RL",380650,133228,9516250
"5935","P03941","Chrompet",770,"08-12-2010",181,1,1,2,"Partial","Yes","11-12-1998","House","NoSeWa","Paved","RM",248182,119812,8558000
"5936","P02361","Karapakkam",1496,"17-10-2011",60,2,2,4,"Normal Sale","Yes","22-10-1989","House","AllPub","Paved","RM",293685,234948,9789500
"5937","P08780","Chrompet",911,"23-08-2007",125,1,1,3,"Partial","Yes","26-08-1993","Others","ELO","Paved","RH",276658,108986,8383570
"5938","P03423","T Nagar",1763,"30-03-2011",93,1,1,4,"Partial","Yes","07-04-1979","House","AllPub","Paved","RH",449035,72817,12136090
"5939","P03472","Chrompet",858,"21-03-2011",96,1,1,3,"AbNormal","Yes","25-03-1992","Others","ELO","Gravel","RH",222643,89057,8905710
"5940","P05240","Velachery",1943,"04-04-2010",36,3,2,5,"AbNormal","No","11-04-1981","Commercial","ELO","Gravel","I",515611,151650,15165030
"5941","P09799","Velachery",1920,"22-06-2005",192,3,2,5,"AdjLand","No","05-07-1953","Others","NoSeWa","No Access","I",293886,71245,8905640
"5942","P06435","Karapakkam",672,"19-08-2009",34,1,1,2,"Normal Sale","Yes","24-08-1991","House","NoSewr ","No Access","RH",185576,134964,5623500
"5943","P08772","Chrompet",912,"26-08-2007",90,1,1,3,"Normal Sale","Yes","27-08-2000","Others","NoSeWa","Gravel","RL",268993,89664,9962690
"5944","P04245","Karapakkam",584,"07-10-2010",59,1,1,2,"Partial","Yes","18-10-1965","Commercial","AllPub","No Access","C",178841,51098,5109750
"5945","P03517","KK Nagar",2222,"11-03-2011",20,4,2,6,"Partial","Yes","12-03-2005","Commercial","AllPub","Gravel","RL",561790,355800,18726320
"5946","P01283","Anna Nagar",1939,"01-09-2012",130,2,1,5,"Normal Sale","Yes","09-09-1983","Commercial","ELO","No Access","RL",826735,317975,21198330
"5947","P01941","Karapakkam",1420,"10-01-2012",76,2,2,4,"Partial","No","11-01-2005","Others","NoSewr ","Gravel","C",213983,57062,7132750
"5948","P04967","Anna Nagar",1993,"26-05-2010",15,2,1,5,"Family","Yes","04-06-1974","House","ELO","Paved","RL",366527,257926,13575070
"5949","P01276","T Nagar",1818,"09-09-2012",146,2,1,5,"Family","Yes","16-09-1984","House","NoSewr ","No Access","RM",331690,252085,13267610
"5950","P05484","Karapakkam",1459,"16-02-2010",126,2,2,4,"Partial","Yes","29-02-1960","Commercial","AllPub","Paved","A",307376,134477,9605500
"5951","P06931","Velachery",1889,"15-04-2009",78,3,2,5,"Normal Sale","Yes","20-04-1989","House","NoSewr ","Paved","A",277185,187770,8941450
"5952","P00549","Chrompet",1155,"13-01-2014",99,1,1,3,"AbNormal","Yes","18-01-1996","House","NoSewr ","No Access","RM",273966,166337,9784500
"5953","P00811","Anna Nagar",1707,"08-07-2013",145,1,1,4,"AdjLand","Yes","14-07-1988","Commercial","AllPub","Gravel","RH",652776,163194,20399250
"5954","P05193","Adyar",896,"12-04-2010",135,1,1,3,"Normal Sale","No","16-04-1994","House","NoSeWa","Gravel","A",217915,62261,6226140
